client_id	path	sentence	up_votes	down_votes	age	gender	accent
8ae3ff271ac9491a9b0cbc7040c7a698f7c3cecb4c2ede7d5ba252ef9ec660864927320fcf2e80da02bc5d12bc855f35c1ff3c3c25da64118ea1e66e4df73a59	common_voice_pt_19273361.mp3	Essa frase sempre aparece em minha mente.	0	2			
0ff47d4c261bbbfb53b69eb749340af38a9e528ce4f866252501a92d97d6902139df350de00e1bc94a58cc9c76aad216c2aa66b77b137d0c36bab375d4dddf54	common_voice_pt_19276299.mp3	Muitos desses métodos não funcionam.	1	2			
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19277043.mp3	Você não poderia ter uma cama maior aqui embora.	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19277089.mp3	O açougueiro me deu um quilo de presunto de graça!	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19277104.mp3	Vovó é uma pessoa que gosta de contar histórias.	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19277139.mp3	Um cachorro pula na praia.	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19277202.mp3	Você conta mentiras?	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19277260.mp3	E? nesse humor? ele estava grato por estar apaixonado.	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19278231.mp3	Ele habilmente destruiu o coelho.	2	3	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19278309.mp3	Eu vim para perguntar sobre o antílope.	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19278335.mp3	Garota de calça preta subindo a rocha lisa.	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19278391.mp3	Eu não sou a primeira mulher a morrer por pregar isso.	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19278419.mp3	Você me lê?	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19278434.mp3	Um menino de camisa azul está sentado em um sofá com outras pessoas.	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19278629.mp3	É para os humanos?	1	2	twenties	male	
f00fd1a64eb5d81f06b154db110be6de0aea18e0676709c042e78aa0e3715b76a11d2c67b89fe5e7e2a583629f591649719dd86215e919fb053facd34d3e1650	common_voice_pt_19284124.mp3	As crianças eram quase tirânicas.	0	2	teens	male	
f00fd1a64eb5d81f06b154db110be6de0aea18e0676709c042e78aa0e3715b76a11d2c67b89fe5e7e2a583629f591649719dd86215e919fb053facd34d3e1650	common_voice_pt_19284125.mp3	Este é dedicado ao gueto de onde eu venho.	0	2	teens	male	
f00fd1a64eb5d81f06b154db110be6de0aea18e0676709c042e78aa0e3715b76a11d2c67b89fe5e7e2a583629f591649719dd86215e919fb053facd34d3e1650	common_voice_pt_19284138.mp3	Mas ele parecia não perceber nenhum perigo.	0	2	teens	male	
f00fd1a64eb5d81f06b154db110be6de0aea18e0676709c042e78aa0e3715b76a11d2c67b89fe5e7e2a583629f591649719dd86215e919fb053facd34d3e1650	common_voice_pt_19284139.mp3	Medo de mágoa	1	2	teens	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19284162.mp3	A bíblia tem mais de dois mil anos.	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19284216.mp3	Eu poderia morrer feliz? e isso me fez sentir bem.	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19284264.mp3	Convença papai a dividir sua família	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19284281.mp3	voltado para estudantes de idiomas estrangeiros.	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19284324.mp3	Ele queria dizer isso para o alquimista?, mas ele estava com medo do homem.	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19284378.mp3	Bons playgrounds têm muito mais a oferecer do que balanços e escorregadores.	0	2	twenties	male	
ca6b4c9de01efa8a0b0b187a4978cd825bea9cd0c0fb451656bca2ec54d7692f7f61da30a987dae275c696c1fad395a8838a195d4f2975e3a4ac748647a1abd5	common_voice_pt_19284415.mp3	Pesquisa no Google Maps para Miami Florida.	0	2			
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19284714.mp3	Pegada do antecessor	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19284727.mp3	Você vai me dar esses selos?	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19284762.mp3	a precisão de uma história desajeitada é sempre a melhor	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19284778.mp3	Fornecer serviço satisfatório e móvel	1	2	twenties	male	
d70dd358a70da404ac99d3142555d78a207e95ddbec3ea40f706e1fe26fe5c6f8cc2a04365959da5977e77d92861b4a052e6a822bb5c631d7e0e422d87ae9503	common_voice_pt_19286959.mp3	Pessoas em pé na fila de um lugar Pizza Pizza.	1	2			
d70dd358a70da404ac99d3142555d78a207e95ddbec3ea40f706e1fe26fe5c6f8cc2a04365959da5977e77d92861b4a052e6a822bb5c631d7e0e422d87ae9503	common_voice_pt_19287040.mp3	Desde que o mineiro sacrificou tudo para seu destino, o velho decidiu se envolver.	1	2			
d70dd358a70da404ac99d3142555d78a207e95ddbec3ea40f706e1fe26fe5c6f8cc2a04365959da5977e77d92861b4a052e6a822bb5c631d7e0e422d87ae9503	common_voice_pt_19287054.mp3	Você sabe todos os presidentes to Estados Unidos?	0	2			
d70dd358a70da404ac99d3142555d78a207e95ddbec3ea40f706e1fe26fe5c6f8cc2a04365959da5977e77d92861b4a052e6a822bb5c631d7e0e422d87ae9503	common_voice_pt_19287121.mp3	Você foi pago por isso ou você não estava?	1	2			
d70dd358a70da404ac99d3142555d78a207e95ddbec3ea40f706e1fe26fe5c6f8cc2a04365959da5977e77d92861b4a052e6a822bb5c631d7e0e422d87ae9503	common_voice_pt_19287157.mp3	Eu pensei que esta noite eu teria colocado a Srta. Kelly lá.	1	2			
8c2ef89b26d8465c3cd833618c97bf278c2ae0c9ae21d4229210530d5ae6082f94c6b9a921ee05e7c21bb7f3fee5b01eed2a36be272258e790372961f75bbd2f	common_voice_pt_19289365.mp3	Um bebê está agarrado a sua mãe.	0	2	twenties	male	
94740be0078f17083b2e11c5b3a057efb45734ff6d2be533137afb5d606f16c0240460ad34f2180478034540335213036bf546d9079a363c91437c06cf6bf0e0	common_voice_pt_19289446.mp3	As crianças adoravam ouvir suas histórias.	0	2			
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19290528.mp3	Três cães brancos estão perto de uma lhama negra.	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19290637.mp3	Posso obter um woot woot!?	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19290676.mp3	Eu acho que você é um cara ótimo.	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19290770.mp3	O cansaço era tremendo	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19290825.mp3	Ele teve sniffles durante todo o dia.	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19290830.mp3	Você vai chegar perto dele?	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19291026.mp3	Eu conheci um homem com unhas afiadas.	1	2	twenties	male	
193a7acd6890edc0c0b0e11fc76c251a258f1148fab8d7978dd618117ec936f29c10048995180ca8754af05ad62f222e03bdb03133e2556d769035657cb76bc8	common_voice_pt_19295022.mp3	Senti sua falta e não pude ligar, mas tentei.	0	2			
193a7acd6890edc0c0b0e11fc76c251a258f1148fab8d7978dd618117ec936f29c10048995180ca8754af05ad62f222e03bdb03133e2556d769035657cb76bc8	common_voice_pt_19295024.mp3	ela decidiu contra isso.	0	2			
193a7acd6890edc0c0b0e11fc76c251a258f1148fab8d7978dd618117ec936f29c10048995180ca8754af05ad62f222e03bdb03133e2556d769035657cb76bc8	common_voice_pt_19295026.mp3	Quando vou no mercado, sempre compro leite.	0	2			
193a7acd6890edc0c0b0e11fc76c251a258f1148fab8d7978dd618117ec936f29c10048995180ca8754af05ad62f222e03bdb03133e2556d769035657cb76bc8	common_voice_pt_19295028.mp3	Quais são as característivas dessa pintura.	0	2			
193a7acd6890edc0c0b0e11fc76c251a258f1148fab8d7978dd618117ec936f29c10048995180ca8754af05ad62f222e03bdb03133e2556d769035657cb76bc8	common_voice_pt_19295029.mp3	Pedro Lima é gay	1	2			
193a7acd6890edc0c0b0e11fc76c251a258f1148fab8d7978dd618117ec936f29c10048995180ca8754af05ad62f222e03bdb03133e2556d769035657cb76bc8	common_voice_pt_19295048.mp3	Dez minutos para o que?	0	2			
193a7acd6890edc0c0b0e11fc76c251a258f1148fab8d7978dd618117ec936f29c10048995180ca8754af05ad62f222e03bdb03133e2556d769035657cb76bc8	common_voice_pt_19295049.mp3	Ele falou com ela.	1	2			
193a7acd6890edc0c0b0e11fc76c251a258f1148fab8d7978dd618117ec936f29c10048995180ca8754af05ad62f222e03bdb03133e2556d769035657cb76bc8	common_voice_pt_19295133.mp3	Grupo de pessoas jogar tênis em um tribunal de argila.	1	2			
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19301669.mp3	Era a hora do dia em que toda a Espanha dormia durante o verão.	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19302096.mp3	Você nunca vai reabrir.	0	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19302119.mp3	Nós não sabemos o que está na coisa confusa? você?	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19302247.mp3	Ela ainda pode estar viva.	1	2	twenties	male	
939991dfcf12d8250739f3b4e5ed47e0dc4bf8ffb69810f4ab853aa12872a811941be35b7e91af5df8350d75d3c61d1301aba694c41deb3f38f1414703bc0461	common_voice_pt_19302950.mp3	Câmeras de vigilância foram montadas para permitir que a polícia encontrasse atividades suspeitas.	0	2	twenties	male	
ed793df589685388cd3b9642362d5ac3e3d275fc9728e652506dcf11182e454794aa31ba9f7f4ec60f8c36e454b2565881b7e070b15b629100568107714e6f96	common_voice_pt_19305026.mp3	Veja como esses atletas são flexíveis!	0	2			
